,id,last_scraped,host_id,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,has_hot_tub,has_private_hot_tub,price,number_of_reviews,last_review,review_scores_accuracy,review_scores_location,review_scores_value,reviews_per_month
178,36045923,2022-09-28,270423498,f,Pacific Grove,36.61867,-121.91911,Hotel room,False,False,$152.00,32,2022-08-13,4.78,4.78,4.53,0.82
179,36046495,2022-09-28,270423498,f,Pacific Grove,36.61867,-121.91911,Hotel room,False,False,$194.00,139,2022-09-19,4.78,4.89,4.71,3.54
180,36046892,2022-09-28,270423498,f,Pacific Grove,36.61867,-121.91911,Hotel room,False,False,$195.00,152,2022-09-14,4.75,4.82,4.69,3.86
181,36479012,2022-09-28,274278312,f,Pacific Grove,36.60638,-121.93949,Entire home/apt,False,False,$829.00,50,2022-08-06,4.82,4.96,4.66,1.32
182,36644442,2022-09-28,161014914,t,Pacific Grove,36.63277,-121.92797,Entire home/apt,False,False,$159.00,3,2022-05-31,4.33,5.0,4.0,0.15
183,37242236,2022-09-28,279525898,f,Pacific Grove,36.6113,-121.89695,Private room,False,False,"$9,999.00",0,,,,,
184,37393944,2022-09-28,140243627,t,Pacific Grove,36.62487,-121.92675,Entire home/apt,False,False,$187.00,0,,,,,
185,37394006,2022-09-29,140243627,t,Pacific Grove,36.60302,-121.90681,Entire home/apt,False,False,$197.00,0,,,,,
186,37396660,2022-09-28,140243627,t,Pacific Grove,36.60011,-121.95213,Entire home/apt,False,False,$250.00,1,2021-08-31,4.0,5.0,4.0,0.08
187,38239130,2022-09-28,37708371,t,Pacific Grove,36.6279,-121.92017,Entire home/apt,False,False,$150.00,14,2022-01-23,5.0,5.0,4.64,1.02
188,38539935,2022-09-28,140243627,t,Pacific Grove,36.62264,-121.92052,Entire home/apt,False,False,$431.00,22,2022-09-09,4.91,4.86,4.32,0.62
189,38585258,2022-09-28,128889143,f,Pacific Grove,36.62123,-121.91528,Entire home/apt,False,False,$165.00,2,2020-08-15,5.0,5.0,5.0,0.06
190,39130725,2022-09-28,300084599,f,Pacific Grove,36.61799,-121.90927,Private room,False,False,$207.00,15,2022-09-26,4.0,4.71,4.21,0.44
191,39131210,2022-09-28,299581636,t,Pacific Grove,36.62173,-121.91854,Entire home/apt,False,False,$429.00,106,2022-09-15,5.0,5.0,4.87,2.94
192,39537770,2022-09-29,303782959,f,Pacific Grove,36.61592,-121.91463,Entire home/apt,False,False,$300.00,1,2021-05-09,4.0,4.0,5.0,0.06
193,39562674,2022-09-28,161014914,t,Pacific Grove,36.60394,-121.9524,Entire home/apt,False,False,$769.00,30,2022-07-25,4.9,4.9,4.8,0.84
194,40032768,2022-09-29,140243627,t,Pacific Grove,36.61909,-121.91812,Entire home/apt,False,False,$454.00,18,2022-09-12,4.83,5.0,4.56,0.91
195,40825261,2022-09-28,69588791,f,Pacific Grove,36.62158,-121.91821,Entire home/apt,False,False,$200.00,0,,,,,
196,41156259,2022-09-29,46858016,t,Pacific Grove,36.62361,-121.91584,Entire home/apt,False,False,$439.00,18,2022-09-06,4.83,5.0,4.78,0.77
197,41857390,2022-09-29,270423498,f,Pacific Grove,36.61867,-121.91911,Entire home/apt,False,False,$521.00,64,2022-08-21,4.81,4.94,4.7,2.37
198,42454978,2022-09-28,140243627,t,Pacific Grove,36.62807,-121.92039,Entire home/apt,False,False,$284.00,37,2022-09-12,4.86,4.97,4.54,1.33
199,42559514,2022-09-28,51346216,f,Pacific Grove,36.62439,-121.93899,Entire home/apt,False,False,$125.00,7,2022-08-13,4.71,4.86,4.43,0.31
200,42561512,2022-09-28,270423498,f,Pacific Grove,36.61828,-121.9182,Private room,False,False,$180.00,38,2022-09-23,4.84,4.97,4.92,1.35
201,42738685,2022-09-28,309782774,,Pacific Grove,36.62645,-121.92993,Hotel room,False,False,$0.00,0,,,,,
202,42738724,2022-09-28,310705290,,Pacific Grove,36.62867,-121.93044,Hotel room,False,False,$0.00,0,,,,,
203,42955054,2022-09-28,309782774,,Pacific Grove,36.62619,-121.92872,Private room,False,False,$176.00,3,2022-09-08,4.33,4.67,4.33,3.0
204,43126039,2022-09-29,40957845,f,Pacific Grove,36.62244,-121.9203,Entire home/apt,False,False,$395.00,1,2021-08-30,5.0,5.0,4.0,0.08
205,43580733,2022-09-28,347917130,t,Pacific Grove,36.62256,-121.91821,Private room,False,False,$401.00,65,2022-08-29,4.77,4.95,4.55,2.66
206,43605439,2022-09-28,347917130,t,Pacific Grove,36.62256,-121.91821,Private room,False,False,$355.00,8,2022-05-29,5.0,4.88,4.88,0.31
207,43743300,2022-09-28,365813790,f,Pacific Grove,36.62256,-121.91821,Private room,False,False,$258.00,401,2022-09-11,4.78,4.95,4.67,14.46
208,43757076,2022-09-28,347917130,t,Pacific Grove,36.62256,-121.91821,Private room,False,False,$291.00,30,2022-09-17,4.83,4.97,4.77,1.13
209,43820284,2022-09-28,347917130,t,Pacific Grove,36.62256,-121.91821,Private room,False,False,$371.00,3,2022-03-20,5.0,5.0,5.0,0.12
210,43820333,2022-09-28,347917130,t,Pacific Grove,36.62256,-121.91821,Private room,False,False,$411.00,1,2021-07-11,3.0,4.0,4.0,0.07
211,44048009,2022-09-28,181127429,f,Pacific Grove,36.61921,-121.93212,Entire home/apt,False,False,$125.00,5,2022-07-31,4.4,4.8,4.2,0.5
212,44522800,2022-09-28,4591051,t,Pacific Grove,36.63204,-121.92254,Entire home/apt,False,False,$224.00,11,2022-09-03,5.0,5.0,5.0,0.5
213,44556471,2022-09-28,161014914,t,Pacific Grove,36.61699,-121.90621,Entire home/apt,False,False,$307.00,0,,,,,
214,44808129,2022-09-28,362440360,t,Pacific Grove,36.61693,-121.90532,Entire home/apt,False,False,$110.00,8,2022-06-09,4.88,5.0,4.75,0.36
215,44844957,2022-09-28,8334086,t,Pacific Grove,36.61531,-121.91116,Entire home/apt,False,False,$200.00,1,2020-10-01,5.0,5.0,5.0,0.04
216,45113988,2022-09-29,161014914,t,Pacific Grove,36.61399,-121.91703,Entire home/apt,False,False,$508.00,1,2022-01-29,4.0,4.0,4.0,0.12
