,id,last_scraped,host_id,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,has_hot_tub,has_private_hot_tub,price,number_of_reviews,last_review,review_scores_accuracy,review_scores_location,review_scores_value,reviews_per_month
2143,22410401,2022-09-07,158369175,f,Marina,37.80122,-122.42536,Private room,False,False,$99.00,3,2022-07-01,4.67,4.67,4.67,0.06
2144,21632344,2022-09-07,149498560,f,Visitacion Valley,37.71465,-122.40803,Private room,False,False,$62.00,244,2022-08-25,4.82,4.42,4.66,4.15
2145,21026079,2022-09-07,117141107,f,Haight Ashbury,37.76944,-122.44992,Private room,False,False,$206.00,65,2020-03-02,4.66,4.91,4.49,1.08
2146,21632686,2022-09-07,4430421,f,Downtown/Civic Center,37.78587,-122.4146,Entire home/apt,False,False,$103.00,3,2019-11-09,5.0,2.67,4.33,0.06
2147,21026891,2022-09-07,117141107,f,Haight Ashbury,37.76944,-122.44992,Shared room,False,False,$114.00,85,2020-03-17,4.85,4.81,4.71,1.41
2148,21634930,2022-09-07,17965378,f,Western Addition,37.78096,-122.42932,Private room,False,False,$99.00,37,2020-03-08,4.78,4.76,4.51,0.63
2149,21645603,2022-09-07,153797883,f,Mission,37.76268,-122.42029,Entire home/apt,False,False,$199.00,182,2022-08-22,4.93,4.65,4.72,3.15
2150,22430481,2022-09-07,55550031,t,Outer Sunset,37.75841,-122.49703,Entire home/apt,False,False,$154.00,117,2022-08-02,4.91,4.76,4.69,2.07
2151,21026964,2022-09-07,117141107,f,Haight Ashbury,37.76944,-122.44992,Shared room,False,False,$126.00,74,2019-12-31,4.85,4.96,4.82,1.23
2152,22435235,2022-09-07,102598592,f,Castro/Upper Market,37.7657,-122.43372,Entire home/apt,False,False,$485.00,0,,,,,
2153,22453044,2022-09-07,4430421,f,Downtown/Civic Center,37.78559,-122.41654,Entire home/apt,False,False,$83.00,1,2022-08-03,5.0,4.0,5.0,0.83
2154,22468877,2022-09-07,1892430,f,Noe Valley,37.74976,-122.42885,Entire home/apt,False,False,$105.00,0,,,,,
2155,21028247,2022-09-07,28932312,t,West of Twin Peaks,37.72937,-122.46126,Entire home/apt,False,False,$269.00,107,2022-08-08,4.93,4.84,4.81,1.79
2156,21648377,2022-09-07,4030726,f,Excelsior,37.71805,-122.43572,Entire home/apt,False,False,$350.00,25,2022-08-20,4.96,4.52,4.76,0.45
2157,21650740,2022-09-07,4350837,t,Parkside,37.74351,-122.47314,Entire home/apt,False,False,$133.00,196,2022-09-04,4.92,4.8,4.7,3.37
2158,21674820,2022-09-07,20900027,f,Mission,37.75499,-122.40625,Entire home/apt,False,False,$145.00,7,2022-07-22,4.71,4.71,4.43,0.13
2159,22469468,2022-09-07,10267172,t,Visitacion Valley,37.72354,-122.40393,Private room,False,False,$99.00,248,2022-08-01,4.91,4.78,4.85,4.39
2160,21028485,2022-09-07,86027378,f,Excelsior,37.72655,-122.42029,Private room,False,False,$44.00,10,2022-04-14,4.3,4.3,3.5,0.2
2161,21045694,2022-09-07,30506212,f,Crocker Amazon,37.71533,-122.44026,Entire home/apt,False,False,$87.00,162,2020-03-01,4.91,4.65,4.81,2.69
2162,22473319,2022-09-07,32651183,f,Downtown/Civic Center,37.78942,-122.40805,Entire home/apt,False,False,$375.00,1,2018-01-11,5.0,5.0,4.0,0.02
2163,22481779,2022-09-07,32651183,f,Chinatown,37.79144,-122.40654,Entire home/apt,False,False,$450.00,0,,,,,
2164,22481780,2022-09-07,32651183,f,Financial District,37.78966,-122.406,Entire home/apt,False,False,$450.00,0,,,,,
2165,22481782,2022-09-07,32651183,f,Chinatown,37.79154,-122.40766,Entire home/apt,False,False,$450.00,0,,,,,
2166,22481783,2022-09-07,32651183,f,Chinatown,37.79146,-122.40792,Entire home/apt,False,False,$450.00,0,,,,,
2167,22481784,2022-09-07,32651183,f,Chinatown,37.79107,-122.40597,Entire home/apt,False,False,$450.00,0,,,,,
2168,22481785,2022-09-07,32651183,f,Downtown/Civic Center,37.78959,-122.40792,Entire home/apt,False,False,$375.00,1,2018-01-11,5.0,5.0,5.0,0.02
2169,21679018,2022-09-07,6981196,f,Bernal Heights,37.73504,-122.41401,Entire home/apt,True,True,$192.00,116,2022-08-07,4.95,4.62,4.69,2.17
2170,21682128,2022-09-07,4430421,f,Downtown/Civic Center,37.78591,-122.4115,Entire home/apt,False,False,$81.00,2,2022-07-01,5.0,5.0,5.0,0.06
2171,21726571,2022-09-07,4430421,f,Downtown/Civic Center,37.78424,-122.41596,Entire home/apt,False,False,$89.00,0,,,,,
2172,22483206,2022-09-07,84011857,t,Castro/Upper Market,37.75807,-122.44195,Entire home/apt,False,False,$284.00,21,2022-08-08,5.0,4.9,4.76,0.39
2173,21047729,2022-09-07,576143,f,Noe Valley,37.74826,-122.42699,Entire home/apt,False,False,$150.00,29,2022-05-16,4.9,4.9,4.55,0.49
2174,21728615,2022-09-07,4430421,f,Downtown/Civic Center,37.78382,-122.4117,Entire home/apt,False,False,$78.00,1,2018-12-22,3.0,2.0,3.0,0.02
2175,22495406,2022-09-07,3138116,t,Castro/Upper Market,37.76393,-122.42817,Private room,False,False,$109.00,29,2022-06-25,5.0,5.0,4.97,0.51
2176,22507454,2022-09-07,150732464,f,Nob Hill,37.79574,-122.41739,Entire home/apt,False,False,$95.00,6,2022-05-15,4.6,5.0,5.0,0.12
2177,21057963,2022-09-07,764782,f,Castro/Upper Market,37.75881,-122.42998,Entire home/apt,False,False,$328.00,29,2022-07-29,5.0,4.97,4.83,0.5
2178,22508234,2022-09-07,1272604,f,Castro/Upper Market,37.75932,-122.44298,Entire home/apt,False,False,$400.00,0,,,,,
2179,21729398,2022-09-07,157074592,f,Outer Richmond,37.77939,-122.49544,Private room,False,False,$83.00,136,2022-08-22,4.62,4.66,4.57,2.34
2180,21058406,2022-09-07,151678051,t,Western Addition,37.78628,-122.43754,Entire home/apt,False,False,$80.00,104,2022-06-26,4.93,4.83,4.82,1.73
2181,21730409,2022-09-07,157074592,f,Outer Richmond,37.77891,-122.49516,Private room,False,False,$73.00,210,2022-08-19,4.73,4.76,4.68,3.6
2182,21066691,2022-09-07,151803493,f,Outer Sunset,37.76016,-122.48451,Entire home/apt,False,False,$111.00,0,,,,,
2183,21730505,2022-09-07,157074592,f,Outer Richmond,37.77757,-122.49681,Private room,False,False,$87.00,142,2022-08-22,4.7,4.76,4.51,2.48
2184,21730649,2022-09-07,157074592,f,Outer Richmond,37.77931,-122.497,Private room,False,False,$95.00,140,2022-08-16,4.74,4.73,4.63,2.45
2185,22512581,2022-09-07,152997097,t,Western Addition,37.77296,-122.42525,Private room,False,False,$112.00,118,2022-09-01,4.96,4.97,4.81,2.08
2186,21082676,2022-09-07,5871824,f,Castro/Upper Market,37.76476,-122.42966,Entire home/apt,False,False,$459.00,224,2020-03-14,4.95,4.97,4.77,3.73
2187,22525784,2022-09-07,9109983,t,Outer Mission,37.72275,-122.43947,Private room,False,False,$80.00,55,2022-08-28,4.93,4.75,4.82,0.97
2188,21739662,2022-09-07,4430421,f,Downtown/Civic Center,37.78492,-122.41654,Entire home/apt,False,False,$83.00,6,2022-03-31,4.83,3.83,4.17,0.13
2189,21739935,2022-09-07,4430421,f,Downtown/Civic Center,37.78539,-122.41661,Entire home/apt,False,False,$87.00,3,2019-09-01,5.0,4.33,5.0,0.07
2190,21086731,2022-09-07,726513,f,Potrero Hill,37.76295,-122.39322,Entire home/apt,False,False,$407.00,3,2022-08-13,5.0,5.0,5.0,1.38
2191,21110366,2022-09-07,4430421,f,Mission,37.76426,-122.41723,Entire home/apt,False,False,$90.00,5,2022-08-15,4.8,3.8,4.4,0.09
2192,21111630,2022-09-07,100586872,t,Chinatown,37.79187,-122.40679,Private room,False,False,$139.00,330,2022-09-04,4.95,4.94,4.86,7.53
2193,21745893,2022-09-07,5689322,t,Outer Sunset,37.75494,-122.50302,Private room,True,False,$150.00,119,2022-08-25,4.97,4.87,4.8,2.23
2194,21766603,2022-09-07,29125334,t,Outer Richmond,37.77819,-122.50385,Entire home/apt,False,False,$298.00,176,2022-08-29,4.98,4.89,4.84,3.48
2195,21784407,2022-09-07,115849,t,Downtown/Civic Center,37.78775,-122.41204,Private room,False,False,$73.00,5,2022-06-11,4.4,4.8,4.4,0.1
2196,21785138,2022-09-07,115849,t,Downtown/Civic Center,37.78775,-122.41204,Private room,False,False,$64.00,16,2022-07-01,4.94,4.69,4.44,0.3
2197,21785328,2022-09-07,115849,t,Downtown/Civic Center,37.78775,-122.41204,Private room,False,False,$73.00,39,2022-07-23,4.85,4.64,4.36,0.72
2198,22532009,2022-09-07,158469625,t,Twin Peaks,37.75204,-122.45008,Entire home/apt,False,False,$318.00,189,2022-09-05,4.9,4.79,4.61,3.41
2199,22534933,2022-09-07,158369175,f,Russian Hill,37.80245,-122.42344,Private room,False,False,$69.00,3,2021-09-30,4.33,5.0,4.33,0.07
2200,22546291,2022-09-07,99664272,f,Outer Mission,37.7137,-122.44863,Private room,False,False,$45.00,1,2018-09-22,5.0,5.0,5.0,0.02
2201,22548614,2022-09-07,165656350,t,Castro/Upper Market,37.75842,-122.43442,Private room,False,False,$102.00,269,2022-08-28,4.98,4.97,4.91,4.75
2202,22551762,2022-09-07,99664272,f,Outer Mission,37.71195,-122.45067,Private room,False,False,$80.00,0,,,,,
2203,21113266,2022-09-07,2275870,t,Outer Mission,37.72531,-122.43926,Private room,True,True,$296.00,225,2022-08-27,4.92,4.82,4.86,3.74
2204,22551985,2022-09-07,4430421,f,Mission,37.76427,-122.41885,Entire home/apt,False,False,$90.00,6,2022-07-01,5.0,4.67,4.83,0.11
2205,22555972,2022-09-07,128030152,f,Western Addition,37.77796,-122.43714,Entire home/apt,False,False,"$1,795.00",12,2022-08-12,5.0,5.0,4.75,0.35
2206,22563498,2022-09-07,163339428,t,Pacific Heights,37.79214,-122.42524,Private room,False,False,$185.00,124,2020-02-18,4.94,4.97,4.91,2.21
2207,21786000,2022-09-07,3503605,t,Western Addition,37.77466,-122.43716,Entire home/apt,False,False,$595.00,1,2020-11-06,5.0,5.0,5.0,0.04
2208,21786174,2022-09-07,4430421,f,Downtown/Civic Center,37.786,-122.41121,Entire home/apt,False,False,$79.00,8,2022-06-18,4.75,3.63,4.38,0.14
2209,21798246,2022-09-07,4430421,f,Downtown/Civic Center,37.78597,-122.41036,Entire home/apt,False,False,$81.00,2,2022-07-30,5.0,4.5,4.5,0.06
2210,21125429,2022-09-07,149725836,t,Inner Richmond,37.78706,-122.4644,Entire home/apt,False,False,$210.00,83,2022-08-24,4.91,4.93,4.81,1.5
2211,21804276,2022-09-07,1857594,t,Excelsior,37.72817,-122.417,Entire home/apt,False,False,$105.00,23,2022-08-25,5.0,4.83,4.87,0.44
2212,23271162,2022-09-07,173206762,f,Downtown/Civic Center,37.78651,-122.40915,Private room,False,False,$249.00,5,2019-05-20,5.0,5.0,4.2,0.11
2213,23271377,2022-09-07,173206762,f,Downtown/Civic Center,37.78669,-122.40882,Hotel room,False,False,$149.00,7,2020-02-24,4.29,4.71,4.14,0.17
2214,23271459,2022-09-07,173206762,f,Downtown/Civic Center,37.78745,-122.40714,Hotel room,False,False,$249.00,3,2020-02-16,4.67,5.0,4.0,0.07
2215,23271549,2022-09-07,173206762,f,Downtown/Civic Center,37.78816,-122.40697,Private room,False,False,$249.00,9,2020-03-02,4.33,4.89,4.56,0.16
2216,23271623,2022-09-07,173206762,f,Downtown/Civic Center,37.78584,-122.40702,Private room,False,False,$249.00,3,2020-01-27,3.33,5.0,5.0,0.06
2217,23271702,2022-09-07,173206762,f,Downtown/Civic Center,37.78819,-122.40774,Private room,False,False,$249.00,8,2020-02-14,4.75,5.0,4.5,0.15
2218,23271772,2022-09-07,173206762,f,Downtown/Civic Center,37.78737,-122.40911,Private room,False,False,$249.00,5,2020-02-27,4.2,5.0,4.8,0.09
2219,23271859,2022-09-07,173206762,f,Downtown/Civic Center,37.78811,-122.40695,Private room,False,False,$249.00,0,,,,,
2220,23271975,2022-09-07,173206762,f,Downtown/Civic Center,37.78633,-122.40883,Private room,False,False,$249.00,15,2022-06-27,4.67,5.0,4.67,0.27
2221,23292785,2022-09-07,173206762,f,Downtown/Civic Center,37.7877,-122.40894,Private room,False,False,$249.00,13,2019-12-23,3.85,5.0,4.08,0.24
2222,23292883,2022-09-07,173206762,f,Downtown/Civic Center,37.78788,-122.40713,Private room,False,False,$149.00,14,2022-07-25,4.86,5.0,4.57,0.26
2223,23292919,2022-09-07,173206762,f,Downtown/Civic Center,37.78787,-122.40881,Private room,False,False,$149.00,2,2020-02-23,4.5,5.0,5.0,0.04
2224,23293005,2022-09-07,173206762,f,Downtown/Civic Center,37.78809,-122.40739,Private room,False,False,$249.00,1,2018-04-12,3.0,5.0,5.0,0.02
2225,23293099,2022-09-07,173206762,f,Downtown/Civic Center,37.78793,-122.40685,Private room,False,False,$149.00,6,2022-07-06,4.67,5.0,5.0,0.11
2226,23293368,2022-09-07,173206762,f,Downtown/Civic Center,37.78661,-122.40684,Private room,False,False,$149.00,2,2022-05-21,5.0,5.0,5.0,0.53
2227,23293404,2022-09-07,173206762,f,Downtown/Civic Center,37.78806,-122.40891,Private room,False,False,$149.00,4,2019-09-05,4.0,4.75,4.75,0.07
2228,23293457,2022-09-07,173206762,f,Downtown/Civic Center,37.78654,-122.40715,Private room,False,False,$249.00,0,,,,,
2229,22565419,2022-09-07,165836221,f,South of Market,37.77795,-122.39628,Entire home/apt,False,False,$175.00,8,2020-04-26,4.88,5.0,4.63,0.15
2230,22567198,2022-09-07,1892430,f,Marina,37.79839,-122.42864,Entire home/apt,False,False,$100.00,3,2019-02-24,3.67,4.33,3.33,0.05
2231,22568473,2022-09-07,224980,f,Haight Ashbury,37.77557,-122.44239,Private room,False,False,$108.00,58,2022-08-29,5.0,4.98,4.89,1.02
2232,22577863,2022-09-07,131200418,t,Inner Sunset,37.76544,-122.47301,Private room,False,False,$68.00,5,2019-12-24,4.2,4.6,4.2,0.09
2233,22586319,2022-09-07,149498560,f,Visitacion Valley,37.71406,-122.40652,Entire home/apt,False,False,$99.00,335,2022-09-03,4.77,4.49,4.62,5.91
