,id,last_scraped,host_id,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,has_hot_tub,has_private_hot_tub,price,number_of_reviews,last_review,review_scores_accuracy,review_scores_location,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_value,review_scores_rating,reviews_per_month
1520,39218459,2022-09-18,13080581,t,Reservoir Hill-Meadow Brook,37.79176,-122.22678,Private room,False,False,$73.00,11,2022-09-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.34
1521,39222307,2022-09-18,103558481,t,Panoramic Hill,37.88933,-122.25491,Entire home/apt,False,False,$98.00,108,2022-09-01,4.8,4.8,4.81,4.95,4.94,4.8,4.82,3.04
1522,39224522,2022-09-18,36756737,f,Eastmont,37.76488,-122.1672,Private room,False,False,$85.00,1,2019-10-12,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03
1523,39233709,2022-09-18,1225050,f,Produce And Waterfront,37.77359,-122.28057,Entire home/apt,False,False,$100.00,18,2022-01-03,4.89,4.72,4.78,5.0,4.89,4.83,4.89,0.52
1524,39234057,2022-09-18,6051138,f,Merriwood,37.85182,-122.21014,Entire home/apt,False,False,$150.00,62,2022-07-31,4.95,4.95,4.95,5.0,5.0,4.97,5.0,1.82
1525,39278052,2022-09-18,301555210,t,Produce And Waterfront,37.77655,-122.2664,Entire home/apt,False,False,$225.00,88,2022-08-28,4.99,4.92,4.99,4.99,5.0,4.97,5.0,2.5
1526,39304385,2022-09-18,75487709,f,Produce And Waterfront,37.77153,-122.26934,Entire home/apt,False,False,$140.00,15,2022-02-21,4.47,4.6,4.8,4.8,4.8,4.33,4.53,0.43
1527,39331140,2022-09-18,931346,f,Sequoyah,37.75912,-122.14765,Entire home/apt,False,False,$75.00,2,2022-05-20,5.0,5.0,5.0,5.0,5.0,4.5,4.5,0.23
1528,39339929,2022-09-18,302166229,f,South Kennedy Tract,37.77066,-122.25034,Entire home/apt,False,False,$144.00,7,2022-09-16,5.0,4.86,4.57,5.0,5.0,5.0,5.0,0.23
1529,39417720,2022-09-18,8124065,f,South Prescott,37.80384,-122.29645,Entire home/apt,False,False,$176.00,39,2022-09-01,4.69,4.38,4.69,4.97,4.87,4.56,4.74,1.13
1530,39423532,2022-09-18,302818051,t,Toler Heights,37.75923,-122.15964,Entire home/apt,False,False,$84.00,172,2022-09-15,4.9,4.62,4.92,4.98,4.93,4.83,4.87,4.85
1531,39424249,2022-09-18,30474731,f,Gaskill,37.83961,-122.27793,Private room,False,False,$55.00,56,2022-08-18,4.43,4.63,4.07,4.46,4.5,4.57,4.55,1.58
1532,39490863,2022-09-18,303369862,t,Shafter,37.83903,-122.25506,Entire home/apt,False,False,$236.00,47,2022-09-14,4.98,4.98,5.0,4.98,5.0,4.96,5.0,1.44
1533,39529787,2022-09-18,6378305,f,Oakland Ave-Harrison St,37.81429,-122.25877,Entire home/apt,False,False,$145.00,10,2022-07-08,4.78,5.0,4.33,4.78,4.89,4.89,4.89,0.3
1534,39553633,2022-09-18,48005494,f,Shafter,37.83944,-122.26214,Entire home/apt,False,False,$120.00,4,2022-06-26,4.5,4.25,4.5,4.5,5.0,3.5,4.25,0.29
